settlement_id,txn_id,merchant_id,settled_amount,platform_fee,net_payout,settlement_date,txn_date,settlement_lag_days,settlement_status,bank_ref_no
8aa4d358-65e5-4dd5-9bb3-b43200d9bac7,9f1fee87-54fb-43bb-804e-3c160f3efb5c,MER00020,2879.26,19.25,2860.01,2023-05-21,2023-05-16,5,Settled,BNK327604045
a9ff9a89-73d6-4231-a52f-573e20ad2dcb,3a4d10a1-bff3-41b3-92b0-a5f77da2be9f,MER00449,20677.43,400.4,20277.03,2024-05-04,2024-05-03,1,Settled,BNK503531801
6ce735e5-6f2c-462e-af5e-e2bde842ccf3,f1973621-b158-418a-ae4b-5b5f47f6f964,MER00038,13376.73,206.13,13170.6,2024-01-29,2024-01-26,3,Settled,BNK463515337
38f9028e-2bbe-4d80-8bb4-b59df13921fe,6da7cc4d-2607-4780-9386-a9de16787752,MER00074,2261.27,45.01,2216.26,2023-03-05,2023-03-04,1,Disputed,BNK274102262
c21166ce-b284-42c5-8d5c-ca30b7270d95,8199bf0a-2c37-456c-9534-a9a8c9da97ba,MER00130,9246.4,181.89,9064.51,2023-03-19,2023-03-17,2,Pending,BNK440797133
608f94b1-7dbb-499e-b9cc-3c7e14fac3bb,2b544f05-8c89-4cc4-8e50-c0761c689cdf,MER00549,146322.37,2046.16,144276.21,2023-08-04,2023-08-03,1,Settled,BNK847782817
3b2ba713-5054-46d7-acc2-e7ade0bb567d,9d9a66a6-5175-4e92-97a7-4990ad94e626,MER00405,419151.54,4989.45,414162.09,2025-01-26,2025-01-25,1,Settled,BNK296197689
2e8d7086-9760-4d11-9025-b2a871c3069c,436468db-5a18-42e4-a380-05f9d24e39d9,MER00169,41856.7,833.69,41023.01,2024-05-01,2024-04-29,2,Settled,BNK836859591
618efd92-e4ac-4565-b54f-1daf09197d4f,d36d3583-68cb-4b3e-9f9b-c2fd3de4e314,MER00380,14257.52,112.64,14144.88,2024-07-07,2024-07-06,1,Settled,BNK322191024
813b3a89-ded6-4f4a-a3c2-772bb8e9fbf6,fdb2329c-c198-4a67-b9cf-4e9937dc3b95,MER00127,29132.89,503.86,28629.03,2024-10-07,2024-10-04,3,Settled,BNK153033338
e2c3e031-ae21-493e-887e-0115ff1b8c18,e9df835b-4d41-4efc-b273-7f85636df4aa,MER00619,9954.25,164.8,9789.45,2023-05-20,2023-05-18,2,Settled,BNK557987229
2c761c3b-2fc5-46d7-9f16-0132575369c6,97a03cfc-a1cd-4d65-8192-72e46eeddf3c,MER00167,5777.67,70.48,5707.19,2025-02-07,2025-02-06,1,Settled,BNK157955320
0133bff8-3277-4f02-ae76-e59957dc32dc,26558081-7ed8-49c7-a882-85354f182c23,MER00287,20827.38,232.58,20594.8,2025-03-21,2025-03-19,2,Disputed,BNK429822280
c9962e96-69eb-4b0e-a140-45886a3c67a5,edd69962-8a22-4380-82de-44199487d85d,MER00131,75005.49,1474.4,73531.09,2023-04-13,2023-04-12,1,Settled,BNK247082059
b0990978-cac6-46a1-93eb-4daba62284f0,95dddc13-08d7-43a0-9c35-ec17ae444a47,MER00289,24447.17,322.28,24124.89,2023-07-11,2023-07-10,1,Disputed,BNK631509017
bb678b4c-98e7-4e7b-a003-83f5d45bd479,3e593fbe-639f-470b-a377-4449a63605cf,MER00486,81748.73,1242.36,80506.37,2023-04-02,2023-03-31,2,Settled,BNK471817526
633c05f0-0eed-40c8-8e91-dd5afaf6b419,6a124443-6ed5-485f-ad35-838082305f34,MER00451,5950.72,75.88,5874.84,2024-06-03,2024-05-29,5,Settled,BNK466708025
f1369e8d-3413-44c5-90f0-e5cbd58d6513,a4ad41c0-9ad4-4e95-99bf-8b21b6e9a744,MER00496,6435.28,103.91,6331.37,2024-06-29,2024-06-27,2,Settled,BNK864910787
f6516683-1949-4027-b264-6f42f4112a61,da3b20a6-27aa-4fbc-9dfe-b20526525227,MER00220,19847.85,195.15,19652.7,2023-07-23,2023-07-21,2,Settled,BNK398221667
d08c9e14-be57-4903-a757-67ca228501cf,760367b5-e8b0-4302-b113-9a97d7e61b38,MER00133,69695.54,504.64,69190.9,2024-06-20,2024-06-17,3,Settled,BNK834065076
68f54c5e-d380-40cc-a22d-2568adeb95aa,014c65d3-1086-4c99-a179-f9a97d554eb7,MER00081,2001.75,19.68,1982.07,2024-12-30,2024-12-27,3,Settled,BNK794390627
d021e21a-a518-4d1d-97ee-759fa91599aa,0a25c400-7c2d-4ac3-aab5-b7cb6af5a11c,MER00320,76151.58,1193.61,74957.97,2024-07-05,2024-07-01,4,Disputed,BNK809670194
472f5a12-b855-4a75-a8bb-ab8aa0ef1998,552b9eff-02d2-4027-a624-771eca6971b6,MER00489,14526.37,231.69,14294.68,2024-06-03,2024-06-02,1,Settled,BNK872798664
13f950d0-13b4-4474-90eb-38b6960d8ac0,18f923c7-4b86-4490-b398-97a110471701,MER00355,8843.02,84.55,8758.47,2024-08-31,2024-08-30,1,Settled,BNK191995552
a66adf8b-d043-4f53-8b40-110e7980f6aa,79bbfbc9-0994-4233-9eae-7987dbf44369,MER00055,17342.29,113.28,17229.01,2023-12-06,2023-12-05,1,Settled,BNK800045262
e6c2b8d8-b246-491d-a05f-b808e9f1733b,50b08d56-8f0b-4cc8-bd2d-5fb9cca4de22,MER00339,1974.07,39.27,1934.8,2025-01-06,2025-01-05,1,Settled,BNK763990405
22352cbf-0454-49dc-b9a9-f74ce3ffaa32,ff2edf04-77d4-4789-8c1d-0fe75621a31d,MER00343,52263.68,783.66,51480.02,2023-04-08,2023-04-07,1,Settled,BNK760166587
5414521f-3a06-4f07-a68f-f9f25d4e87c4,fa19bee1-1a28-45ed-83a3-3460db50fa74,MER00645,9814.21,184.04,9630.17,2025-01-10,2025-01-09,1,Settled,BNK536513155
72f6597d-9178-43b9-9bbd-23ce8a2d5057,26b7ab78-158b-4d9b-b17c-f73a8ca68c56,MER00188,7338.53,130.43,7208.1,2025-02-06,2025-02-05,1,Settled,BNK827757857
5861bccd-1d78-4017-aac7-1d7af2c62c3a,c6a4c203-4d6c-40ed-8439-5049f2cb4093,MER00583,76372.47,1406.19,74966.28,2023-04-02,2023-03-28,5,Settled,BNK600227722
56d13cab-a97b-4d87-8708-dcb78c02f64a,f5be3416-60fa-446d-a27f-2eb8cefd8734,MER00147,787.89,11.66,776.23,2023-06-04,2023-06-03,1,Settled,BNK841098856
8cdaa922-e2ea-405e-960c-6260dc59a582,5c44082f-445f-40a8-b0c4-396290c53620,MER00246,9857.26,115.04,9742.22,2024-02-25,2024-02-23,2,Settled,BNK313775219
e4f16351-5aa3-4dda-8c66-d42b19833698,5a630a72-2b69-4f0b-98b1-e67a734e8de9,MER00060,267586.94,3310.89,264276.05,2023-02-08,2023-02-05,3,Settled,BNK567257517
a505266a-3f6c-47fb-a496-2a085f7187b4,ba146f77-c5b6-4749-bf0a-e8d3155ce8fa,MER00584,25564.22,215.48,25348.74,2023-03-10,2023-03-09,1,Pending,BNK136870151
975e8858-6c09-45b4-9c3f-c05077309ddf,3c5e39eb-6329-4d22-9b19-3009abfd1977,MER00056,289232.81,3542.59,285690.22,2024-06-22,2024-06-21,1,Settled,BNK861067144
fc3f362f-7fc9-4712-b71a-8b9e76a56e1e,7999c23a-cb2f-421d-836b-4d5f6634d263,MER00226,28375.02,299.48,28075.54,2025-02-14,2025-02-10,4,Settled,BNK878875984
f1c4b884-97d1-43fa-8b19-964e64d3010f,92f69ce5-bd59-484e-9c60-153d86df80a3,MER00264,8647.47,105.26,8542.21,2023-01-06,2023-01-01,5,Settled,BNK735962411
7cae5e48-b816-4073-9d93-0049eaba4011,7ef7abb4-f275-4eb1-8d91-a3d9fb21b309,MER00459,13470.42,212.73,13257.69,2023-04-08,2023-04-06,2,Settled,BNK655451445
47619b60-5ed7-4956-b1a2-d07315776024,dc04ddb6-ca95-4c6d-999c-0ebffc819947,MER00299,8817.59,119.19,8698.4,2024-04-03,2024-03-29,5,Settled,BNK109395791
ce6fb97c-6b4e-42d8-8f0f-636510f3ab55,82c9ca20-7164-4e9a-8d7a-1e8fed77a671,MER00244,86623.83,1585,85038.83,2023-08-12,2023-08-11,1,Settled,BNK857568207
23789a6e-59ed-4163-877b-3eb0c7d2ff1c,39654aef-773d-460f-9693-167d46b86851,MER00552,208459.09,1820.79,206638.3,2023-05-31,2023-05-30,1,Settled,BNK938977664
99926507-7a57-4caa-829c-7790aca45032,910ad5bb-3a8a-4b19-a20a-f82410e95006,MER00434,2781.5,33.81,2747.69,2025-03-26,2025-03-24,2,Settled,BNK584897206
b9be0b5f-f9be-4828-b49b-e1d322f4451c,e35d242e-5e18-4691-9811-3dab950a6fbe,MER00633,11994.22,206.05,11788.17,2023-08-06,2023-08-05,1,Pending,BNK750016342
b596ad98-b59a-425c-9923-7d2859c8791e,b8cbd087-8f73-429e-9092-2f047f189aec,MER00212,15885.28,254.45,15630.83,2023-03-29,2023-03-27,2,Settled,BNK696564941
cdba6177-e700-4f16-80ad-924d0eb4539a,9435d1e4-65e3-4f74-9408-58a44a6cd7bc,MER00056,175200.82,3400.18,171800.64,2024-12-31,2024-12-30,1,Pending,BNK210395856
ed84ef76-a398-40b7-9e7b-f7977356f823,884dc33c-29ec-4a5a-850c-43c0cdb63ee2,MER00565,2146.86,16.37,2130.49,2024-01-20,2024-01-16,4,Settled,BNK886663128
e7fe261b-bac5-46fc-959c-052773ed644d,05f04a7a-383f-4689-b046-fed3eb223d31,MER00363,345831.98,4373.84,341458.14,2023-10-06,2023-10-05,1,Settled,BNK182551557
91ce9d31-8a13-4346-955f-91a017b6c1a2,ca95e735-ee6d-4871-bc67-15fa322b9bf9,MER00306,7900.93,130.7,7770.23,2023-12-27,2023-12-26,1,Settled,BNK784944989
2a3025db-f1cc-41f4-8aa7-10a2fa7ebad4,1f026c44-ee64-45a6-b216-56bad403ff36,MER00235,3868.72,66.96,3801.76,2024-08-19,2024-08-18,1,Pending,BNK221413472
3f7f88b7-d01a-4ffc-b53d-2780ffb0d9c9,2a0612b4-2b50-479c-bf44-33c8da40a0b9,MER00379,14068.5,87.41,13981.09,2023-03-07,2023-03-06,1,Failed,BNK646715492
72195f6c-a1a6-4b0e-9e64-8887f2afb725,456e14a3-a0fa-4fb9-9b7d-d9bfdd5bd54f,MER00635,8168.96,132.88,8036.08,2024-06-26,2024-06-23,3,Pending,BNK422333595
881a9018-53b0-4bfa-80dc-326526b66e57,8ed716a2-4984-47c0-a746-3f82d150bd61,MER00240,6737.76,127.75,6610.01,2023-11-13,2023-11-11,2,Settled,BNK245507963
e8388eba-b236-4114-aa1f-bba045bd6c7e,4a1aed5c-10d3-4444-b824-0937832c0f9b,MER00012,4251.86,36.04,4215.82,2024-07-11,2024-07-08,3,Settled,BNK412593546
e5586bb3-5fb5-43f0-b1e1-3bc7ba7e650a,0abf4b85-d289-42c3-9eff-f263f722fe7b,MER00413,19276.04,224.48,19051.56,2024-12-31,2024-12-30,1,Pending,BNK468152347
71774068-fc66-44d4-af75-ebdf17613f28,77eb097a-424e-42cf-91ad-32c378a72a33,MER00568,433986.21,8121.36,425864.85,2024-11-27,2024-11-23,4,Settled,BNK686355061
73bb31f2-8c6c-4286-a3db-6b2029eab0cd,0b10d593-e876-41ea-8d87-ca27f7fe4879,MER00590,4962.76,91.99,4870.77,2024-05-31,2024-05-27,4,Settled,BNK475741538
230ff5da-ec87-402c-bdc0-343640c79b08,29404f34-9129-485a-976d-0c9c607012b2,MER00005,26516.71,299.33,26217.38,2024-01-16,2024-01-13,3,Settled,BNK872286338
61923fad-adde-4610-9499-b8751f554e4b,266827a5-4a0f-4dc3-9521-9835e6be09b7,MER00258,484243.15,8946.99,475296.16,2023-05-23,2023-05-20,3,Pending,BNK963407883
7c0058c7-d957-461c-89cc-b888e35d2d47,e77acbea-f38c-4daf-979b-156e4a013676,MER00572,9636.7,151.9,9484.8,2024-10-30,2024-10-29,1,Settled,BNK974767070
602df4e3-6d62-40dc-a89b-60c0a1119e87,ebee2ce5-7149-4140-969d-feb76a653a73,MER00131,83297.03,1567.74,81729.29,2023-03-23,2023-03-22,1,Settled,BNK299003363
09a1a7ef-90ad-4e0e-a79e-9e1acb54ba5e,72cd5d1d-d676-49ff-9792-af4246228d0f,MER00231,43258.99,800.08,42458.91,2024-12-21,2024-12-19,2,Settled,BNK348936954
7b66d589-2f2a-43e5-ad20-d69c49ce682d,b6e6974c-ab37-45fc-8b53-7a9d733a6df4,MER00139,28802.92,402.78,28400.14,2023-09-18,2023-09-16,2,Settled,BNK570564485
da67be8d-8207-4d47-8d6f-6f70ef601629,2eb19fa4-fa7e-4cc1-9e15-3126eb85d7e7,MER00259,5332.75,63.25,5269.5,2025-03-04,2025-03-03,1,Settled,BNK788527445
c4fbf31b-49f5-4319-a268-e13daf22de7c,3af519b6-ab50-4511-94cd-ee90c3cd79d6,MER00421,2415.8,40.38,2375.42,2024-06-18,2024-06-16,2,Settled,BNK191763621
ec1800c6-f3ed-4a5f-a321-0385214ef194,cdc6f53e-70b8-487e-9d33-8b6f656b7e79,MER00518,17322.27,129.81,17192.46,2023-01-23,2023-01-21,2,Settled,BNK600973919
374e1f8d-0e8e-4fd2-9b6f-33147c0b4ec4,879fa8a5-3e2f-4f4f-8eea-6aea4724cc84,MER00133,85949.28,1356.17,84593.11,2023-03-09,2023-03-08,1,Settled,BNK597418063
76b0cef3-a3b1-41f5-bc9a-2f52d5dd1941,e49683c2-bce2-48a6-a01d-a161478b0d06,MER00162,14475.09,202.01,14273.08,2024-01-07,2024-01-04,3,Settled,BNK470871299
d2ead552-c213-49f8-9719-3aa4bb45690d,e4f8ab4b-e753-4212-a709-46ef81ca1caa,MER00097,16374.51,327.14,16047.37,2024-06-24,2024-06-23,1,Settled,BNK612125147
140ad8c0-c76b-4f19-9bc8-657536eaf953,a0d8d0c3-a021-4dcf-a7d2-6756a69e43ed,MER00638,90916.64,1215.38,89701.26,2023-09-28,2023-09-27,1,Settled,BNK370984326
41508238-ba9f-4347-baf9-6ea295eba45d,3f697bb4-de62-4b59-b419-ff5c23573268,MER00109,2723.07,24.02,2699.05,2023-02-20,2023-02-19,1,Settled,BNK359808532
8c3da02e-6814-4203-8ede-158d8101ced7,82b0a21c-4f56-4e78-8ca7-22de95cd8d33,MER00064,22812.06,251.61,22560.45,2024-08-28,2024-08-27,1,Settled,BNK629458622
4a45658c-a4dc-4d1d-b081-0fd401e0dbf5,fcef6b84-b209-4764-8fdc-e7df6634feac,MER00209,7634.02,84.59,7549.43,2024-04-06,2024-04-03,3,Settled,BNK243781378
75409872-69a3-4c78-9902-76249050d1b0,aa302126-d7fd-4a49-9094-555deb6d4f8d,MER00415,66493.56,1030.79,65462.77,2024-03-19,2024-03-18,1,Disputed,BNK581090826
31a6e8d9-ee64-49a6-9bb1-4e704be6c6dc,c81361ee-097e-4f70-83d6-f1246cd4d47c,MER00516,1731.06,11.73,1719.33,2024-10-16,2024-10-12,4,Settled,BNK785481640
11a187cc-ce62-4511-9bfe-d76a947cb39b,69668af9-f2a0-4674-a885-864d246ca684,MER00076,5577.69,81.38,5496.31,2024-09-17,2024-09-16,1,Settled,BNK362699672
35f6f43e-6cce-4b40-99bb-fdadacbe469a,66126859-261b-4fcc-ab0f-3229011f1db5,MER00176,68740.29,610.92,68129.37,2023-01-30,2023-01-28,2,Settled,BNK182650737
b9f6f967-2580-427e-9e95-576ea5629edc,e88c8b75-f67f-4d7a-82f1-d8d789a6613d,MER00382,104397.43,1907.45,102489.98,2023-01-02,2023-01-01,1,Settled,BNK347802145
48e0c21c-adc0-4338-b78c-f3d28379b4f1,4a8ed010-3ff6-46eb-b7dd-6252cc2ad7b5,MER00072,58682.59,901.74,57780.85,2023-03-26,2023-03-24,2,Settled,BNK249676788
94fa96ad-e3bb-49b4-90aa-efb515c2f936,1f132e3f-5436-4ee9-b2b4-6e1cbd5d8d74,MER00176,62156.17,989.96,61166.21,2024-05-24,2024-05-23,1,Settled,BNK910856229
a9af4180-0d64-4961-9cf2-85d2c02e018f,2341ab33-b43a-4270-b790-3433b533045d,MER00442,10264.54,90.13,10174.41,2024-08-13,2024-08-09,4,Settled,BNK117870641
eef33251-1511-4d53-a0a8-c41fa11f3416,6b7c9e9c-c725-48b2-918e-00f0cdfd93a4,MER00330,5803.99,35.46,5768.53,2024-06-05,2024-06-03,2,Settled,BNK980222808
b350edd4-0ff2-411b-b876-9068ca1274ec,fefb5dbc-ebb9-47a1-8ac4-6e9ec3e63037,MER00356,2904.71,43.37,2861.34,2024-10-28,2024-10-27,1,Settled,BNK905436445
05dd1f44-02d2-4897-80bf-b702204ddeb8,201c3e51-8ea3-45cd-adc4-33eb363c4b27,MER00094,20570.26,168.3,20401.96,2024-07-04,2024-07-02,2,Failed,BNK965439572
55654443-debd-4576-867e-b12d70f15504,5e954ee5-44a2-4ab2-9f5c-39f494deb144,MER00350,27043.96,185.02,26858.94,2024-10-18,2024-10-16,2,Settled,BNK922261190
4796f2bf-f723-4c18-9c6d-c7a62a0e43a5,8ecce3b6-265b-4ff2-8295-e579a4df3738,MER00369,18986.46,289.12,18697.34,2024-05-31,2024-05-28,3,Settled,BNK138474168
8de2395c-c1f6-40fe-bae3-f5ae51109641,84ec8729-fad3-4045-bcda-3b97121e52ba,MER00067,6136.87,109.59,6027.28,2023-06-08,2023-06-07,1,Pending,BNK590747755
a4ea3702-2f4a-4127-a098-75c36b4f5a66,bf7d4226-02b3-42de-bd81-528f93b08442,MER00155,25269.47,222.93,25046.54,2024-10-22,2024-10-20,2,Settled,BNK914112374
64239ac1-b38a-424d-8919-4d6d1d0430a4,0e643da5-4f9d-4c9f-86d1-3fbe88ed63c0,MER00126,23179.78,355.66,22824.12,2023-09-07,2023-09-06,1,Failed,BNK546702833
8478911a-2981-4ff0-8203-944bb3ecb761,a700c1f2-4ba9-4a77-a776-85e655facc54,MER00577,24927,426.1,24500.9,2024-02-24,2024-02-23,1,Settled,BNK321082584
39d746b5-255e-49a9-8f86-a92afd04aa85,3073662e-c10c-4305-addc-c9554651a02d,MER00141,5499.91,80.75,5419.16,2023-02-27,2023-02-23,4,Settled,BNK598732484
6dbbd355-b99d-40a4-b1f8-649a56a9bc3d,1db5d59c-6d7d-4fab-ab02-7ba7a1279abf,MER00418,27528.24,204.69,27323.55,2023-05-23,2023-05-22,1,Settled,BNK239491349
56471343-7e50-40e0-9647-aeb24e4ee53b,3949ab50-6eae-4cfd-ad48-8a94a1ae186e,MER00094,23028.83,328.77,22700.06,2023-08-10,2023-08-08,2,Settled,BNK725442746
bafd612b-1f2d-4064-8031-358407c303ff,8e3879b5-56a1-4ca5-8859-4323467af1b8,MER00087,5865.62,90.2,5775.42,2024-03-12,2024-03-10,2,Settled,BNK298889926
ce007034-16f3-4d5b-8b7d-a78f55e252cc,d3756747-c17a-45e4-94ea-a69e0ede10d1,MER00046,8857.07,102.28,8754.79,2024-08-18,2024-08-17,1,Settled,BNK628628166
3c0e68af-b381-4aa0-8480-07d3e8c0c2e0,ccf64028-7056-4b38-87ce-12d1e8ba431d,MER00150,56927,1035.03,55891.97,2024-06-04,2024-06-03,1,Settled,BNK670272014
42426760-55a9-4197-9954-19b826c96aca,b9360833-a069-49ef-98a4-710e1836a44c,MER00478,147228.69,2081.24,145147.45,2024-05-20,2024-05-19,1,Settled,BNK164569507
ac3d5bb8-dda7-47aa-a47f-140c7365b27d,8a887514-a7bf-48b9-9989-755c9c9777a7,MER00599,5138.2,82.92,5055.28,2023-06-28,2023-06-27,1,Settled,BNK287908910
24e11e78-2668-416d-b4bc-e641341e243d,57dc456f-8857-4115-9b66-57997dc7e8f5,MER00341,25731.56,368.2,25363.36,2024-04-21,2024-04-20,1,Settled,BNK608568646
1ef02f65-f4c3-4a7f-8f30-aeb99c1a6fac,59622c1e-bad5-4c1f-8b01-44f751b4827b,MER00266,3976.41,64.85,3911.56,2023-06-18,2023-06-17,1,Failed,BNK426148183
5db830ec-b5f9-4305-9f6e-bad7d6c77a87,7d0edc40-f1dd-4c51-b925-0cc3cd1006cd,MER00407,6615.9,63.75,6552.15,2024-08-08,2024-08-06,2,Settled,BNK844871409
d1f89c82-34df-4748-a615-9d8252974380,244577e3-2961-4ec3-badd-aadd5f9412ce,MER00553,673.76,4.14,669.62,2023-07-24,2023-07-21,3,Disputed,BNK146813343
28236756-412f-4a1a-b11a-0136ec0f6621,f1c98a1c-2229-4bea-8741-51f897e993a0,MER00151,14257.87,244.83,14013.04,2024-01-31,2024-01-30,1,Settled,BNK241144541
c6622a30-4e65-454a-84a4-6e93489b0f1f,6a320f27-07ce-425b-bbac-55d8a8e3101b,MER00191,3570.02,54.76,3515.26,2025-01-16,2025-01-11,5,Settled,BNK571963569
27bdd717-d499-4c42-9574-519efa95384c,fdcec368-ef7f-4d81-bccc-e187a204e66b,MER00236,176641.53,3326.69,173314.84,2023-05-03,2023-05-01,2,Settled,BNK768941481
a1ffb289-7334-46ba-903c-eeacc8827b46,38e45fbc-2b49-4611-8357-056de41be447,MER00159,57241.27,369.16,56872.11,2023-01-29,2023-01-28,1,Disputed,BNK354400765
6b2c3afc-5e47-4236-9a3c-1e2d1bc92e20,c4e193d9-09a8-4ec5-b7df-79ce2bc6fc02,MER00181,1503.34,21.64,1481.7,2024-05-21,2024-05-20,1,Pending,BNK855387970
66fb7b30-d1ef-4468-b9aa-b3cbc630f530,61a980b9-7144-46fd-a59c-0d0d08e8d132,MER00068,21092.65,241.82,20850.83,2024-11-04,2024-11-03,1,Settled,BNK686988613
0968f009-1a32-4f32-be37-35e8b7cb123e,06e96990-e191-41cd-9619-bb21608e9d8b,MER00602,17545.71,328.93,17216.78,2024-11-14,2024-11-12,2,Settled,BNK465342087
2e8f41bb-4ff2-4395-a01b-e0c4b027ed88,7b12874e-a888-4d9a-b37c-937db6cb011b,MER00234,7084.98,123.24,6961.74,2023-10-01,2023-09-30,1,Pending,BNK484189315
54cb2f68-27c8-466a-9774-3d1f2ab5db8d,87b44ee3-e424-4214-9e18-57d12fbdba3b,MER00134,10072.16,101.62,9970.54,2024-09-19,2024-09-18,1,Settled,BNK807591228
155fe4bb-f89b-4121-b48e-6297533ac18d,f2f42296-8b87-4ea9-90d6-ea02fe463f5a,MER00397,7105.9,63.2,7042.7,2024-07-21,2024-07-20,1,Settled,BNK173927589
e6c8e847-c52e-4f71-b8a6-c25dbfd27156,d66077ba-8cf9-4d28-a30d-b24989509e8f,MER00070,8470.56,52.8,8417.76,2024-02-03,2024-02-02,1,Settled,BNK580323140
363dba50-c8d3-46f8-a198-113fcc6e21f7,5437a82c-fcb3-4653-a175-d4c334a8f409,MER00605,19519.18,342.75,19176.43,2023-12-07,2023-12-06,1,Settled,BNK646001768
e3b238f3-214b-4720-8211-61b0ef7b9ed4,73579016-9407-4df3-b18d-446131932749,MER00172,5682.07,55.79,5626.28,2023-05-01,2023-04-28,3,Settled,BNK123700290
21c144a3-2e9a-4382-9bc7-45289a4c3f23,5807254e-700a-4c8c-a9b2-feddb1290794,MER00471,38009.8,253.7,37756.1,2025-01-27,2025-01-26,1,Settled,BNK961428994
e704702b-dd87-4de3-9af7-9d67799e75da,04e80870-9453-411d-9bfb-98fbd7393256,MER00458,3185.2,38.24,3146.96,2023-02-18,2023-02-13,5,Settled,BNK812258004
9b3b6e7f-2f74-4caf-98d1-ff931a80ca76,4b37a816-d303-4b02-8a02-5a656e1bb4c8,MER00032,19028.22,278.23,18749.99,2023-04-08,2023-04-06,2,Settled,BNK546500622
b6dadbdd-136f-4e88-ac1d-26543fc29571,c7a69c93-e570-485f-8999-4b27c31ae6d2,MER00472,6408.47,74.64,6333.83,2024-07-22,2024-07-21,1,Disputed,BNK511947797
984c568e-bd1d-4d44-a13b-a740d129ec33,931129b5-b8cb-4a39-a94f-84b0e80f4d28,MER00496,2861.48,44.73,2816.75,2023-09-14,2023-09-13,1,Settled,BNK377401544
182861b2-91fe-4471-be13-12ad82a6b529,0dbb38da-b7dd-4fe1-a3eb-5ba61ef687a7,MER00058,20370.21,298.96,20071.25,2024-01-09,2024-01-08,1,Settled,BNK103667355
d141f638-bb0e-4a8a-b30d-82300e453b01,8d950384-acaa-4d52-94a3-9256205c09d0,MER00194,81977.26,1022.15,80955.11,2024-12-07,2024-12-04,3,Settled,BNK961120880
5051fb72-dd75-4c9e-88ae-bab383fb8cac,f50d63c3-fcd5-423e-86a2-c6543f32cabb,MER00508,6740.44,125.63,6614.81,2023-01-08,2023-01-07,1,Settled,BNK706596123
43055ed6-8739-4e62-b34a-2377cf76def9,20df5b86-33f8-4e96-a829-d6c5540048e3,MER00387,8676.84,77.97,8598.87,2024-05-01,2024-04-29,2,Settled,BNK383332422
eb85e8ed-52af-4bd0-a64c-df95dbbd3f87,3aa37642-0a44-4c64-8b94-ed23577f4c01,MER00425,61905.17,442.33,61462.84,2024-11-06,2024-11-05,1,Settled,BNK334190832
753cd004-ece3-43f8-9927-0e28990362ac,af233a85-ee6f-48d0-9148-011cfa7554d7,MER00475,22009.86,361.44,21648.42,2023-06-19,2023-06-18,1,Settled,BNK943284969
65b678bf-dce8-4d03-81e9-a92df8909bec,65cbadb3-343e-4630-a982-ffddcbd0e99f,MER00419,10092.17,200.13,9892.04,2024-09-11,2024-09-06,5,Settled,BNK331951169
55902fd8-cc9c-4794-b6c3-0c42ed9a9810,1a2b3535-8df4-4ea5-97b4-7f570f998f40,MER00104,28479.92,443.67,28036.25,2023-09-08,2023-09-07,1,Pending,BNK506130928
d66b69b6-02d0-4910-946b-94478f7aaddc,96a0c2c2-311c-4849-b985-473a8f83b401,MER00534,15509.78,186.77,15323.01,2023-01-03,2023-01-01,2,Settled,BNK581214367
94a817a6-0043-4e85-ba48-161036496493,bff5e64f-0878-4060-830e-2a54aeb43f08,MER00459,24263.9,377.47,23886.43,2023-02-23,2023-02-22,1,Settled,BNK877776254
1567eb6d-e93e-47f8-8c56-7ee5aeaa4f71,9b6644e1-6585-4ac8-acf8-e6361653f05b,MER00141,4144.71,73.68,4071.03,2025-03-30,2025-03-28,2,Settled,BNK785605210
b6eb7ec0-b068-4278-b090-54ce317727e0,404248ba-7d48-4f17-a518-6f0064e8f7e2,MER00112,5774.95,73.04,5701.91,2023-11-28,2023-11-26,2,Settled,BNK591254572
33061508-9d6e-41f9-a7b1-536ea1bb2054,0b545cba-7bdf-4056-93ed-55346ba038e9,MER00303,17284.41,193.89,17090.52,2023-07-20,2023-07-19,1,Disputed,BNK215292121
0c12358f-f53a-4b0e-83cc-2f9b4e474fa3,a859706e-e074-49af-b802-cddc46275da6,MER00643,7290.67,108.55,7182.12,2025-02-27,2025-02-26,1,Settled,BNK480584328
9f74b83f-0443-4c0c-9006-1b4b3b160fd0,3f843bcf-f54a-4bfa-903d-7d743dee0e9f,MER00456,20461.12,376.24,20084.88,2023-03-30,2023-03-28,2,Settled,BNK172970173
ca90273c-4eef-4349-b19c-4feb9a4076b2,8fae6d0d-505b-41fb-9eb9-600ea28eb895,MER00013,16452.21,326.59,16125.62,2023-05-21,2023-05-20,1,Pending,BNK141750256
36492036-bc31-49ef-ad6e-24b73af50e4b,eff04553-c597-46c4-875a-524a05846e9f,MER00361,3686.43,39.37,3647.06,2023-05-12,2023-05-11,1,Settled,BNK983131353
92f1e2a8-977e-4f3d-a2b8-af194c175589,28ff88c9-97b1-4b00-b121-f461f7e1563b,MER00257,17417.92,161.91,17256.01,2024-09-18,2024-09-17,1,Settled,BNK890001720
52e5406c-22a1-4edc-85d2-1f5b1a41b5b8,856b0c7a-f11c-4abb-976f-51c8fc192932,MER00631,24175.07,423.81,23751.26,2024-02-02,2024-02-01,1,Settled,BNK122273431
f575c44b-eafd-4e0d-b416-00af534b4784,4b7e7ba5-e240-4468-b11b-e180a6f27201,MER00611,97418.09,1894.51,95523.58,2024-07-13,2024-07-11,2,Settled,BNK482516791
